id,name
6075,Cured Shade Silk Cloak
6076,Cured Shade Silk Sash
6077,Cured Shade Silk Sleeves
6078,Cured Shade Silk Wristbands
6079,Cured Shade Silk Gloves
6080,Cured Shade Silk Leggings
6081,Cured Shade Silk Sandals
6082,Acrylia Studded Skullcap
6083,Acrylia Studded Mask
6084,Acrylia Studded Gorget
6085,Acrylia Studded Tunic
6086,Acrylia Studded Shoulderpads
6087,Acrylia Studded Cloak
6088,Acrylia Studded Belt
6089,Acrylia Studded Sleeves
6090,Acrylia Studded Wristbands
6091,Acrylia Studded Gloves
6092,Acrylia Studded Leggings
6093,Acrylia Studded Boots
6094,Acrylia Bits
6095,Acrylia Rings
6096,Acrylia Studs
6097,Acrylia Boning
6098,Small Piece of Acrylia
6099,Superb Rockhopper Hide
6100,Shadowed Mace
6101,Shadowed Morning Star
6105,Pickbringers Chainmail Spaulders
6106,Pickbringers Chainmail Belt
6107,Pickbringers Chainmail Faceguard
6108,Pickbringers Chainmail Cloak
6109,Pickbringers Chainmail Boots
6110,Deepcarver Breastplate
6111,Deepcarver Plate Vambraces
6112,Deepcarver Plate Bracer
6113,Deepcarver Plate Collar
6114,Deepcarver Plate Helm
6115,Deepcarver Plate Gauntlets
6116,Deepcarver Plate Greaves
6117,Deepcarver Plate Pauldron
6118,Deepcarver Plate Belt
6119,Deepcarver Plate Visor
6149,Ceramic Dagger Sleeve
6150,Ceramic Claw Sleeve Set
6151,Toughened Sinew Lashings
6152,Sonic Wolf Bane
6153,Reactive Sealant Soak
6154,Porous Dagger Blade
6155,Porous Claw Set
6164,Unfinished Ceramic Dagger Sleeve
6165,Unfinished Ceramic Claw Sleeve Set
6166,Acrylia Reinforced Skullcap
6167,Acrylia Reinforced Mask
6168,Acrylia Reinforced Gorget
6169,Acrylia Reinforced Tunic
6170,Acrylia Reinforced Mantle
6171,Acrylia Reinforced Cloak
6172,Acrylia Reinforced Belt
6173,Acrylia Reinforced Sleeves
6174,Acrylia Reinforced Wristbands
6175,Acrylia Reinforced Gloves
6176,Acrylia Reinforced Leggings
6177,Acrylia Reinforced Boots
6178,Flawless Rockhopper Hide
6179,Paeala Bark
6180,Paeala Bark Tannin
6187,Deepcarver Plate Cloak
6188,Deepcarver Plate Boots
6189,Pickbringers Chainmail Collar
6201,Fist of Zek
6203,Brokenskull Club
6204,Rod of Annihilation
6205,Poison Wind Censer
6223,Dagger of the Eye
6225,Glugug's Runed Shim
6227,Gisarme of Consumption
6228,Mace of the Templars
6231,Gold Trimmed Silken Sash
6254,Drogan Mail
6257,Drogan Coif
6258,Drogan Neckguard
6259,Drogan Greaves
6260,Drogan Armplates
6262,Drogan Gauntlets
6263,Drogan Boots
6300,Treant Staff
6301,Dwarven Warhammer
6302,Ogre War Maul
6303,Combine Warhammer
6304,Harvest Flail
6305,Screaming Mace
6306,Staff of Fire
6310,Runed Totem Staff
6311,Combine Morning Star
6312,Combine Great Staff
6315,Dwarven Mace
6319,Scepter of Rahotep
6320,Hulking Spiked Club
6321,Mroons Toy
6322,Glowing Wooden Crook
6323,Ice Crystal Staff
6324,Fire Crystal Staff
6325,Ivory Inlaid Staff
6326,Ivory Spiked Club
6327,Ivory Inlaid Great Staff
6328,Ivory Great Staff
6329,Rod of Insidious Glamour
6330,Summoned: Staff of Tracing
6331,Summoned: Staff of Warding
6332,Summoned: Staff of Runes
6333,Summoned: Staff of Symbols
6334,Incandescent Wand
6335,Slime Crystal Staff
6336,Water Crystal Staff
6345,Survival Staff
6350,Fine Steel Warhammer
6351,Fine Steel Morning Star
6352,Fine Steel Great Staff
6353,Burnished Wooden Stave
6354,Scepter of Flame
6355,Cold Iron Morning Star
6356,Shining Star of Light
6359,Stein of Moggok
6364,Sap Sheen Staff
6365,Teir`Dal Warhammer
6366,Teir`Dal Great Staff
6367,Teir`Dal Morning Star
6368,Battle Worn Warhammer
6369,Battle Worn Morning Star
6370,Battle Worn Great Staff
6371,Feir`Dal Warhammer
6372,Feir`Dal Morning Star
6373,Feir`Dal Great Staff
6375,Rotted Staff
6380,Sacred Key
6382,Wraith Bone Hammer
6383,Runewood Great Staff
6384,Mace of the Shadowed Soul
6395,Etched Peridot of Nature
6400,Freeport Warhammer
6401,Enameled Black Mace
6402,Gem-Encrusted Scepter
6403,Blued Two-Handed Hammer
6404,Staff of Writhing
6405,Man-o-War
6406,Mortificator Staff
6408,Sharkbone Warhammer
6414,Grey Flesh Gloves
6415,Hardened Grey Flesh Sleeves
6416,Shissar Scale Cloak
6417,Shissar Scale Headband
6418,Clattering Bone Necklace
6419,Hardened Bone Spear
6422,Stone Bead Choker
6423,Stone Bladed Axe
6425,Harness of Grey Flesh
6426,Grey Flesh Trousers
6427,Shissar Scaled Boots
6428,Shissar Scaled Gauntlets
6429,Bone Handled Scimitar
6430,Bone Studded Bracelet
6433,Rock Studded Smasher
6434,Polished Stone Staff
6436,Golem's Jawbone
6437,Grey Flesh Tunic
6438,Shissar Eye Earring
6439,Shissar Scaled Breastplate
6440,Bone Braced Buckler
6441,Carved Bone Ring
6444,Stone Bladed Stiletto
6445,Smooth Stone Chips
6457,Belt
6463,Polished Serpent Scale
6464,Shissar Fang
6466,Shiny Granite Chip
6467,Smooth Granite Ball
6468,Vacuum Wurm Eye
6469,Vacuum Wurm Hide
6470,Iron Scream Earring
6487,Lacuna Silk Scarf
6489,Lacuna Silk Sleeves
6490,Lacuna Silk Bracer
6493,Ichor Cured Leather Cap
6494,Ichor Cured Leather Gorget
6495,Ichor Cured Leather Breeches
6496,Ichor Cured Leather Sleeves
6497,Ichor Cured Leather Bracer
6498,Ichor Cured Leather Gloves
6499,Ichor Cured Leather Boots
6507,Blood Earring of Rage
6508,Tear of the Rainmaker
6509,Ear Symbol of the Veteran
6557,Vas Ren Champion's Blade
6558,Vas Ren Champion's Boots
6559,Bruiser's Knuckles
6560,Bruiser's Spiked Helm
6561,Elusive Pantaloons
6562,Necklace of the Refugee
6563,Archon's Mask
6564,Faith Healer's Gloves
6567,Robe of the Midst
6568,Shadowhaven Defenders Shield
6569,Staff of the Midst
6603,Warding Star
6604,Adamantite Club
6605,Rod of Faith
6606,Runed Morning Star
6607,Ringed Mace of the Ykesha
6608,Thorny Blackjack
6609,Melodious Truncheon
6610,Stave of Shielding
6611,Ebon Mace
6612,Jade Mace
6613,Sarnak Warhammer
6614,Cane of Harmony
6615,Knuckle Dusters
6616,Springwood Club
6617,Dwarven Sap
6618,Journeyman's Walking Stick
6619,Master Wu's Trance Stick
6620,Wintry Club
6621,Ykeshan War Club
6622,Cane of the Tranquil
6623,Deadwood Stave
6624,Blackjack
6625,Fighting Baton
6626,Sap of Piety
6627,Sarnak Enforcer
6628,Iksar Stave
6629,Rod of Mourning
6630,Runed Fighters Staff
6631,Ton Po's Bo Stick of Understanding
6635,Woodsman's Staff
6637,Staff of Battle
6638,Truncheon of Doom
6639,Tranquil Staff
6640,Baton of Faith
6641,Deathbringer's Rod
6642,Springwood Stave
6644,Nature's Wrath
6645,Soul Binder
6646,Peacebringer
6647,Sarnak Battlehammer
6648,Brell's Keg Popper
6649,Mrylokar's Gift
6650,Mithril Staff
6651,Wu's Quivering Staff
6652,Granite Face Grinder
6653,Silver Etched Warhammer
6654,Stormwood Battle Staff
6656,Adamantite Bo Stick
6657,Rod of Battle
6658,Sage's Battle Staff
6661,Greenwood Bo Stick
6662,Froglok Crusher
6663,Serpentwood Staff
6664,Bo Stick
6665,Bamboo Bo Stick
6674,Diamond Encrusted Staff
6675,Nightshade Scented Staff
6676,Shissar Nullifier Staff
6677,Shissar Guardian Staff
6678,Waters of Impenetrable Aura
6679,Lycanthropic Staff
6680,Lost Staff of the Scorned
6681,Staff of the Dreaded Gaze
6682,Withered Staff
6683,Burnt Wood Staff
6684,Water Sprinkler of the Forgiven
6685,Luminescent Staff
6686,Staff of the Waterwalker
6687,Iksar Berserker Club
6689,Ebonwood Cudgel
6690,Knobbed Warclub
6691,Mudman Enforcer
6692,Smoldering Brand
6693,Rod of Lamentation
6694,Iron Rod of the Mindless
6713,Bracer of Power
6716,Rocky Mail
6717,Spear of Rock
6718,Follower's Sleeves
6719,Medal of Servitude
6720,Robe of Benefits
6721,Paragon's Orb
6722,Custodian's Staff
6723,Keeper's Ring
6724,Bracer of Defense
6726,Fortress Guard
6727,Rock Boots
6728,Binpral's Hammer
6730,Fire Shield
6731,Belt of Fire Spirits
6732,Aggressor's Dirk
6733,Aggressor's Mantle
6734,Heretic's Cap
6735,Fiery Tro Jeg Wand
6736,Earring of Command
6737,Commander's Cape
6738,Assailant's Blade
6739,Assailant's Waistband
6740,Necklace of Adversity
6741,Mask of Antagonism
6742,Hooligan's Mask
6743,Fiery Pants
6744,Captor's Silken Cord
6745,Ring of Capture
6746,Sandals of the Skeptic
6747,Talisman of Disbelief
6748,Fiery Ring of Cunning
6749,Firekeeper's Tunic
6750,Wand of Flame
6751,Tro Jeg Fiery Mace
6752,Flamewoven Pants
6753,Mask of the Downtrodden
6754,Orb of True Light
6755,Surveyor's Rod
6756,Belt of the Surveyor
6757,Spear of Foresight
6758,Bloodtribe Totem
6759,Wiseman's Mantle
6760,Bloodtribe Fetish
6761,Dirk of the Sneakster
6762,Shawl of the Hidden
6763,Prophet's Robe
6764,Prophecy Stone
6765,Bracer of Agitation
6766,Worn Brass Ring
6767,Bonecollector's Hammer
6768,Edifier's Leggings
6769,Writ of the Bloodtribe Ancients
6770,Ember Blade
6771,Silver Edged Helm
6773,Scarlet Cheetah Bone Fragment
6774,Cheetah Paw Fetish
6775,Cheetah Gatherer's Tail
6776,Fang of the Hunter
6777,Claws of the Huntress
6778,Patriarch Claws
6780,Paw of Crimson Wind
6783,Sun Soaked Tunic
6784,Sun Reaver Bone Wand
6785,Theurgic Shawl
6786,Revenant Bone Sword
6787,Sun Leggings
6788,Wand of the Sun
6789,Desecrator's Bracer
6790,Earring of Desecration
6791,Ring of Possession
6792,Helm of Insanity
6793,Sword of Ruin
6794,Iridescent Charm
6795,Smiter's Girdle
6796,Sleeves of Power
6797,Grail of Justice
6798,Chancellor's Medal
6799,Sun Chalice
6800,Tasty Candy
6842,Broken Blam Stick
6877,Frostmaidens Idol
6882,Super Sweet Fishing Grubs
6884,Book of the Magistrate
6885,Warped Mace
6886,Sunlord's Leggings
6887,Sunstone Breastplate
6888,Luminous Stone
6889,Prismatic Feeler
6890,Polychromatic Jewel
6891,Sparkling Scale Bracer
6892,Sparkling Scale Ring
6893,Dormant Earring
6894,Silken Trance Cord
6895,Musty Scale Bracer
6896,Putrid Claw
6897,Sectoid Scale Bracer
6898,Sectoid's Feeler
6899,Sectoid Scale Gloves
6900,Bronze Tanto
6901,Bronze Yari
6902,Bronze Wakizashi
6903,Bronze Katana
6904,Bronze Kusarigama
6905,Bronze Naginata
6906,Bronze Tachi
6907,Bamboo Wakizashi Bo
6908,Bamboo Bokken
6909,Bamboo Tanto Bo
6910,Bronze Tonfa
6911,Bronze Jutte
6912,Forlorn Naginata
6913,Scepter of the Forlorn
6914,Runed Bokken
6915,Tiny Brass Shuriken
6916,Tiny Brass Tonto
6917,Batling Eye
6918,Ye Auld Ball Peen Hammer
6919,Forlorn Bow
6920,Forlorn Arrow
6921,Blood Crusted Two-Handed Sword
6922,Globe of the Everburning Flame
6923,Bronze Shackle Key
6924,Damaged Gorilla Hide
6925,Excellent Gorilla Hide
6926,Patch of Gorilla Fur
6930,Fine Steel Tanto
6931,Fine Steel Yari
6932,Fine Steel Wakizashi
6933,Fine Steel Katana
6934,Fine Steel Kusarigama
6935,Fine Steel Naginata
6936,Fine Steel Tachi
6937,Reinforced Bamboo Wakizashi Bo
6938,Reinforced Bamboo Bokken
6939,Reinforced Bamboo Tanto Bo
6940,Fine Steel Tonfa
6941,Fine Steel Jutte
6942,Tiger Fang
6943,Giant Sabertooth Fang
6944,Leopard Fang
6945,Leopard Skin
6948,Ancient Snake Rattle
6949,Ancient Venom Sack
6950,Ancient Snake Fang
6952,Wakizashi of the Frozen Skies
6953,Swiftclaw Sash
6954,Footpads of the Tiger
6955,Kejekan Tribal Headband
6957,Gigantic Gorilla Fang
6959,Giant Leopard Fang
6961,Panda Claws
6962,Panda Pelt
6963,Giang Yin's Claws
6965,Aged Filthy Bastard Sword
6970,Valley Spiritling Stone
6971,Jungle Spiritling Stone
6972,Mountain Spiritling Stone
6973,Bamboo Shoot
6974,Kejekan Palm Fruit
6979,Soulforge Hammer
6982,Titan Blessed Tanto
6983,Titan Blessed Tachi
6984,Titan Blessed Bokken
6985,Sunflower Charm
6986,Passive Sunshield
6987,Dull Sunflower Webbing
6988,Poison Vine Belt
6989,Poison Leaf Crown
6990,Gigantic Leaf Helm
6991,Whip Vine
6992,Wet Thorn Cloak
6993,Sunflower Thorn
6994,Leafy Charm
6995,Webbed Vine Wraps
6996,Killer Vine Whip
6997,Soles of Night
7001,Dagger
7002,Rapier
7003,Spear
7004,Main Gauche
7005,Giant Snake Fang
7007,Rusty Dagger
7008,Rusty Rapier
7009,Rusty Spear
7010,Rusty Shortened Spear
7012,Bronze Dagger
7013,Bronze Rapier
7014,Bronze Spear
7015,Bronze Main Gauche
7016,Bronze Shortened Spear
7017,Fishing Spear
7018,Bone Spear
7019,Swordfish Bill
7020,Well-Balanced Rapier
7021,Tarnished Dagger
7022,Tarnished Shortened Spear
7023,Tarnished Rapier
7024,Tarnished Spear
7025,Sharp Metal Shard
7026,Jagged Metal Shard
7027,Kerran Fishing Spear
7032,Cast-Iron Rapier
7036,Charred Dagger
7037,Ebon Dagger
7040,Alloy Rapier
7048,Ebon War Spear
7049,Tesch Val Sinisch
7050,Barbarian Hunting Spear
7051,Darksea Harpoon
7052,Smithing Chisel
7060,Fordel Dagger
7061,Fordel Short Sword
7062,Fordel Long Sword
7063,Fordel Axe
7064,Fordel Throwing Axe
7065,Fordel Battle Axe
7066,Fordel Warhammer
7067,Fordel Mace
7068,Fordel Spear
7069,Fordel Halberd
7071,Hopperhide Skullcap
7072,Hopperhide Mask
7073,Hopperhide Gorget
7074,Hopperhide Tunic
7075,Hopperhide Shoulderpads
7076,Hopperhide Cloak
7077,Hopperhide Belt
7078,Hopperhide Sleeves
7079,Hopperhide Wristbands
7080,Hopperhide Gloves
7081,Hopperhide Leggings
7082,Hopperhide Boots
7097,Soiled Breechclout
7098,Flint Hammer
7099,Flint Head Spear
7100,Shadowed Rapier
7101,Shadowed Spear
7102,Netherbian Chitin
7103,Netherbian Unguis
7108,Spore Covered Wristbands
7109,Spore Covered Hood
7111,Bloody Dirk
7115,Kerran War Spear
7117,Spell: Hammer of Judgment
7118,Spell: Yaulp V
7119,Spell: Ethereal Light
7120,Spell: Ethereal Elixir
7121,Spell: Ethereal Remedy
7122,Arachnid Antennae
7124,Earring of the Stormcloud
7128,Wrulon Eye
7136,Necklace of Curled Cacti
7138,Ribbon Choker
7140,Spore Covered Boots
7141,Spore Covered Tunic
7142,Spore Covered Cloak
7143,Spore Covered Gloves
7144,Spore Covered Sleeves
7145,Spore Covered Leggings
7150,Shiny Black Pebble
7151,Filthy Stone Beads
7152,Unpolished Mekatite
7153,Large Salt Crystal
7154,Tiny Rockhopper Eye
7155,Small Hopperhide Patch
7156,Tiny Rockhopper Brain
7157,Small Scorpion Eggsack
7158,Useless Claw Piece
7159,Dried Poison Gland
7160,Bile Covered Acrylia Pebble
7161,Partially Digested Root
7162,Small Grimling Ribcage
7163,Tiny Grimling Jawbone
7164,Strange Grimling Doll
7196,Grimling Tribal Legplates
7206,Shimmering Partisan
7207,Steel Hilted Flint Dagger
7209,Blood Fork
7210,Sionachie's Partisan
7211,Howling Harpoon
7212,Jarsath Trident
7213,Lupine Dagger
7214,Locustlure
7216,Harmonic Dagger
7217,Obulus Ritual Spear
7218,Viik's Dark Defender
7219,Dragon Horn Ykesha
7222,Sebilite Croaking Dirk
7223,Slime Coated Harpoon
7224,Kylong War Dagger
7225,Kylong Hunting Knife
7226,Cryptrobber's Knife
7227,Shard of Darkness
7228,Sainy's Claw
7229,Beetle stinger
7230,Goblin Stone Dagger
7231,Smokey Quartz Dagger
7232,Goblin Backstabber
7233,Goblin Bone Dagger
7234,Sainy's Singing Dagger
7235,Goblin Parrying Spear
7237,Icy Blade
7238,Tombcarver
7239,Spine Piercer
7240,Blade of Fiery Lamentations
7241,Spear of Mortification
7242,Drogan Obsidian Dagger
7243,Blade of the Earthcaller
7244,Goblin Parrying Dagger
7245,Hollow Bone Shank
7246,Whistling Dagger
7247,Warpainted Spear
7248,Vine Dancer
7249,Blood Point
7250,Rapier of Oriin
7251,Apparition
7252,Dagger of Frost
7253,Jagged Chokidai Spine
7254,Jade Chokidai Prod
7256,Jade Chokidai Prod
7257,Serpent's Tooth
7260,Dagger of Falsehood
7271,Shade Figurine Sketch
7272,Conlegium Enchanted Glaze
7274,Unfired Shade Summoning Figurine
7300,Combine Dagger
7301,Combine Spear
7302,Mithril Dagger
7304,Runed Spear
7305,Summoned: Dagger
7306,Crysknife
7307,Pugius
7308,Ashenwood Short Spear
7309,Summoned: Spear of Warding
7310,Summoned: Dagger of Symbols
7311,Combine Rapier
7312,Stiletto of the Bloodclaw
7313,Summoned: Snake Fang
7314,Runed Bone Fork
7315,Crookstinger
7316,Coral Trident
7317,Glowing Iron Pike
7318,Sacrificial Dagger
7319,Riptide Spear
7320,Electrum-Bladed Koshigatana
7321,Scouts Blade
7322,Seax
7323,Dagger of Dropping
7325,Ivory Handled Dagger
7326,Ivory Shafted Spear
7335,Burynaibane Spider Fang
7338,Sharpened Vah Shir Femur
7340,Spear of the Spider
7341,Heart of the Spider
7350,Fine Steel Dagger
7351,Fine Steel Spear
7352,Fine Steel Rapier
7353,Teir`Dal Dagger
7354,Teir`Dal Spear
7355,Teir`Dal Rapier
7356,Feir`Dal Dagger
7360,Sabertooth Dagger
7370,Scorpikis Stinger Shank
7371,Scorpikis Claw Impaler
7372,RukGus' Sticker
7390,Blessed Grimling Mace
7392,Blessed Grimling Shield
7395,Unholy Visage
7397,Vampyre Volatilis Ashes
7399,Soulbane
7400,Soul Reaper
7402,Adamantite Short Spear
7403,Jambiya
7404,Obsidian Shard
7405,Mithril Quill
7406,Shield of the Slain Unicorn
7407,Gloomwater Harpoon
7408,Shark Tooth
7409,Bronze Brigandine Coif
7410,Bronze Brigandine Visor
7411,Bronze Brigandine Neckguard
7412,Bronze Brigandine Coat
7413,Bronze Brigandine Mantle
7414,Bronze Brigandine Cape
7415,Bronze Brigandine Skirt
7416,Bronze Brigandine Sleeves
7417,Bronze Brigandine Bracelet
7418,Bronze Brigandine Gloves
7419,Bronze Brigandine Pants
7420,Bronze Brigandine Boots
7421,Small Bronze Brigandine Coif
7422,Small Bronze Brigandine Visor
7423,Small Bronze Brigandine Neckguard
7424,Small Bronze Brigandine Coat
7425,Small Bronze Brigandine Mantle
7426,Small Bronze Brigandine Cape
7427,Small Bronze Brigandine Belt
7428,Small Bronze Brigandine Sleeves
7429,Small Bronze Brigandine Bracelet
7430,Small Bronze Brigandine Gloves
7431,Small Bronze Brigandine Pants
7432,Small Bronze Brigandine Boots
7433,Large Bronze Brigandine Coif
7434,Large Bronze Brigandine Visor
7435,Large Bronze Brigandine Neckguard
7436,Large Bronze Brigandine Coat
7437,Large Bronze Brigandine Mantle
7438,Large Bronze Brigandine Cape
7439,Large Bronze Brigandine Belt
7440,Large Bronze Brigandine Sleeves
7441,Large Bronze Brigandine Bracelet
7442,Large Bronze Brigandine Gloves
7443,Large Bronze Brigandine Pants
7444,Large Bronze Brigandine Boots
7445,Tinkered Compass
7446,Geerlok Sewing Contraption
7447,Geerlok Automated Hammer
7448,Grim Dagger
7449,Cape of the Corpsemaster
7450,Geerlok Sculpting Tools
7451,Geerlok Planing Tool
7452,Geerlok Gem Setter
7453,Geerlok Fermentation Device
7454,Geerlok All Purpose Baking Utensil
7455,Bone Ring of the Corpsemaster
7456,Gloves of Altered Reality
7458,Cape of Swirling Imagery
7460,Half-Eaten Grimling Skull
7462,Grimling Skin Stocking
7464,Slime Coated Grimling Femur
7468,Vereor Mask
7470,Chitterling Barb
7471,Utensil Parts
7475,Philosopher's Stone
7480,Darkclaw Claw
7481,Belt of Leathery Fungus Flesh
7482,Sensate Reishi Lens
7483,Cured Leather Tubing
7484,Porous Mineral Block
7485,Sewing Contraption Parts
7486,Gem Setter Parts
7487,Ceramic Lined Still
7489,Gauntlets of the Blood Fiend
7490,Informer's Necklace
7491,Book of Secrets
7492,Tro Jeg Official's Badge
7493,Tro Jeg Official's Cane
7494,Turtle Wrangler's Gloves
7495,Turtle Wrangler's Pants
7496,Twilight Sea Turtle Shell
7501,Fanged Skull Stiletto
7502,Serrated Bone Dirk
7506,Jagged Diamond Dagger
7577,Visor of the Dreaded Gaze
7578,Renaldok Wing Cape
7580,Locket of the Damned
7581,Blood Weave Cap
7582,Blood Weave Veil
7583,Blood Weave Choker
7584,Blood Weave Tunic
7585,Blood Weave Amice
7586,Blood Weave Cloak
7587,Blood Weave Sash
7588,Blood Weave Sleeves
7589,Blood Weave Bracelet
7590,Blood Weave Gloves
7591,Blood Weave Pantaloons
7592,Blood Weave Lined Shoes
7594,Gloves of the Damned
7595,Girdle of the Blood Fiend
7596,Mace of the Blood Skull
7597,Flute of Eternal Night
7599,Belt of Oomgado
7600,Guardians Token
7601,Spell: Sanctuary
7602,Spell: Celestial Remedy
7603,Spell: Sermon of the Righteous
7604,Spell: Sacred Word
7605,Spell: Armor of the Faithful
7606,Spell: Epitaph of Life
7607,Spell: Mark of Retribution
7608,Spell: Judgment
7609,Spell: Blessed Armor of the Risen
7610,Spell: Blessing of Aegolism
7611,Spell: Protection of Wood
7612,Spell: Protection of Rock
7613,Spell: Protection of Steel
7614,Spell: Protection of Diamond
7615,Spell: Protection of Nature
7616,Spell: Foliage Shield
7617,Spell: Spirit of Eagle
7618,Spell: Ro's Smoldering Disjunction
7619,Spell: Circle of Seasons
7620,Spell: Nature's Recovery
7621,Spell: Talisman of the Beast
7622,Spell: Grow
7623,Spell: Form of the Bear
7624,Spell: Spirit of Bih`Li
7625,Spell: Harnessing of Spirit
7626,Spell: Disinfecting Aura
7627,Spell: Plague of Insects
7628,Spell: Regrowth of Dar Khura
7629,Spell: Talisman of Epuration
7630,Spell: Khura's Focusing
7631,Spell: Summon Elemental Defender
7632,Spell: Summon Phantom Leather
7633,Spell: Summon Phantom Chain
7634,Spell: Summon Phantom Plate
7635,Spell: Summon Elemental Blanket
7636,Spell: Transons Elemental Infusion
7637,Spell: Veil of Elements
7638,Spell: Mass Mystical Transvergance
7639,Spell: Transon's Phantasmal Protection
7640,Spell: Shock of Fiery Blades
7641,Spell: Focus Death
7642,Spell: Shackle of Bone
7643,Spell: Eternities Torment
7644,Spell: Shackle of Spirit
7645,Spell: Insidious Retrogression
7646,Spell: Degeneration
7647,Spell: Succussion of Shadows
7648,Spell: Crippling Claudication
7649,Spell: Mind Wrack
7650,Spell: Zevfeer's Theft of Vitae
7651,Spell: O`Keil's Embers
7652,Spell: Garrisons Mighty Mana Shock
7653,Spell: Minor Familiar
7654,Spell: Elnericks Entombment of Ice
7655,Spell: Lesser Familiar
7656,Spell: Firetree's Familiar Augment
7657,Spell: Familiar
7658,Spell: Decession
7659,Spell: Spell Shield
7660,Spell: Greater Familiar
7661,Spell: Intellectual Advancement
7662,Spell: Intellectual Superiority
7663,Spell: Haunting Visage
7664,Spell: Calming Visage
7665,Spell: Illusion: Imp
7666,Spell: Tricksters Augmentation
7667,Spell: Beguiling Visage
7668,Spell: Horrifying Visage
7669,Spell: Glamorous Visage
7670,Spell: Koadic's Endless Intellect
7671,Spell: Despair
7672,Spell: Scream of Hate
7673,Spell: Scream of Pain
7674,Spell: Scream of Death
7675,Spell: Abduction of Strength
7676,Spell: Mental Corruption
7677,Spell: Torrent of Hate
7678,Spell: Torrent of Pain
7679,Spell: Torrent of Fatigue
7680,Spell: Cloak of the Akheva
7681,Spell: Cease
7682,Spell: Desist
7683,Spell: Instrument of Nife
7684,Spell: Divine Vigor
7685,Spell: Valor of Marr
7686,Spell: Thunder of Karana
7687,Spell: Words of Tranquility
7688,Spell: Breath of Tunare
7689,Spell: Healing Wave of Prexus
7690,Spell: Brell's Mountainous Barrier
7691,Spell: Tangling Weeds
7692,Spell: Hawk Eye
7693,Spell: Riftwind's Protection
7694,Spell: Nature's Precision
7695,Spell: Force of Nature
7696,Spell: Falcon Eye
7697,Spell: Jolting Blades
7698,Spell: Mark of the Predator
7699,Spell: Eagle Eye
7700,Spell: Warder's Protection
7701,Song: Magical Monologue
7702,Song: Song of Sustenance
7703,Song: Amplification
7704,Song: Katta's Sword Dancing
7705,Song: Selo's Accelerating Chorus
7706,Song: Battlecry of the Vah Shir
7707,Song: Elemental Chorus
7708,Song: Purifying Chorus
7709,Song: Chorus of Replenishment
7710,Song: Warsong of the Vah Shir
7711,Spell: Sharik's Replenishing
7712,Spell: Spirit of Sharik
7713,Spell: Keshuval's Rejuvenation
7714,Spell: Spirit of Keshuval
7715,Spell: Herikol's Soothing
7716,Spell: Spirit of Herikol
7717,Spell: Yekan's Recovery
7718,Spell: Spirit of Yekan
7719,Spell: Yekan's Quickening
7720,Spell: Vigor of Zehkes
7721,Spell: Spirit of Kashek
7722,Spell: Aid of Khurenz
7723,Spell: Spirit of Omakin
7724,Spell: Sha's Restoration
7725,Spell: Omakin's Alacrity
7726,Spell: Spirit of Zehkes
7727,Spell: Spirit of Khurenz
7728,Spell: Sha's Ferocity
7729,Spell: Spiritual Purity
7730,Spell: Spiritual Strength
7731,Spell: Spirit of Khati Sha
7732,Spell: Summon Warder
7733,Spell: Spirit of Khaliz
7734,Spell: Sha's Lethargy
7735,Spell: Spirit of Lightning
7736,Spell: Spirit of the Blizzard
7737,Spell: Spirit of Inferno
7738,Spell: Spirit of the Scorpion
7739,Spell: Spirit of Vermin
7740,Spell: Spirit of Wind
7741,Spell: Spirit of the Storm
7746,Talisman of Rising Darkness
7747,Packet of Black Sap
7748,Drolvarg Pack Helm
7749,Drolvarg Pack Collar
7750,Drolvarg Pack Tunic
7751,Drolvarg Pack Pauldron
7752,Drolvarg Pack Greaves
7753,Drolvarg Pack Boots
7754,Necklace of Flame Marked Links
7755,Ruby Pendant with a Gold Chain
7761,Micah
7765,Bent Sword
7766,Twisted Armor
7774,Worm Eaten Skull Charm
7780,Greyhopper Hide
7781,Greyhopper Hide Tunic
7782,Greyhopper Hide Boots
7783,Greyhopper Hide Leggings
7784,Greyhopper Hide Wristbands
7785,Greyhopper Hide Sleeves
7786,Greyhopper Hide Shoulderpads
7787,Greyhopper Hide Cape
7788,Greyhopper Hide Mask
7790,Vekeros' Rusty Shank
7791,Greyhopper Hide Gorget
7792,Greyhopper Hide Gloves
7793,Greyhopper Hide Hood
7794,Greyhopper Hide Belt
7795,Kvaknak's Horn
7796,Tattered Zelniak Hide Vest
7797,Eye of Kvaknak
7798,Lightcrawler Antenna
7799,Crown of Torment
7800,Blade of Loathing
7801,Cloak of Torment
7802,Leech Tendril
7803,Thought Horror Scalp
7804,Tarsus Bracer
7805,Hivemistress Wing Mantle
7806,Thorax of the Hivemistress
7882,Fiery Ore
7883,Potion of Escape
7884,Fiery Sheet of Metal
7885,Imp Blood
7886,Essence of Fire
7887,Fiery Temper
7888,Forged Firebrand Scimitar
7889,Forged Firebrand Bastard Sword
7890,Forged Firebrand Battle Axe
7891,Forged Firebrand Short Sword
7892,Forged Firebrand Long Sword
7893,Forged Firebrand Pick
7894,Forged Firebrand Mace
7895,Forged Firebrand Morning Star
7896,Forged Firebrand Warhammer
7897,Forged Firebrand Dagger
7898,Forged Firebrand Spear
7899,Forged Firebrand Rapier
7900,Forged Firebrand Two Handed Sword
7901,Forged Firebrand Halberd
7938,Bracelet of Sense
